iter	Logloss
419	0.2703596045
420	0.2702740997
421	0.2701412463
422	0.2700484939
423	0.269936839
424	0.2698776257
425	0.2698154832
426	0.2697245547
427	0.2696116757
428	0.2695331338
429	0.2694402727
430	0.2693195169
431	0.2691947999
432	0.269044948
433	0.2689437019
434	0.2688676074
435	0.2687554418
436	0.2686528634
437	0.2685511334
438	0.268482266
439	0.2683743585
440	0.2682816299
441	0.2681482255
442	0.2679689419
443	0.2678671019
444	0.2677645006
445	0.2676832772
446	0.2675698756
447	0.2674552429
448	0.2673679505
449	0.2672760146
450	0.2672043578
451	0.2670895895
452	0.2669746589
453	0.2668725363
454	0.2667558252
455	0.2666378851
456	0.2665483507
457	0.2664595338
458	0.2663209631
459	0.2662544337
460	0.2661454872
461	0.2660378969
462	0.2658922516
463	0.2657756865
464	0.2656774684
465	0.2655453446
466	0.2654799487
467	0.2653385296
468	0.2652401726
469	0.2651368717
470	0.2650519181
471	0.2649494257
472	0.2648386717
473	0.2647134659
474	0.2645853697
475	0.264465099
476	0.2643907985
477	0.2642476196
478	0.2641525722
479	0.2640668975
480	0.2639407525
481	0.2638459475
482	0.2637628471
483	0.2636876658
484	0.2636020799
485	0.2634969182
486	0.2634031113
487	0.2632519344
488	0.2631642858
489	0.2630762021
490	0.2630137196
491	0.2629344851
492	0.2628297701
493	0.2627683342
494	0.2626516422
495	0.2626063949
496	0.2625380556
497	0.2624300933
498	0.2623532961
499	0.2622404266
